Node Number	Total Deformation (m)
4012	3.1912e-013
4013	6.1193e-013
4014	5.0898e-013
4015	5.0898e-013
4016	8.194e-013
4017	7.1187e-013
4018	7.1187e-013
4019	1.032e-012
4020	9.2238e-013
4021	9.2238e-013
4022	1.2464e-012
4023	1.1364e-012
4024	1.1364e-012
4025	1.4608e-012
4026	1.3513e-012
4027	1.3513e-012
4028	1.6742e-012
4029	1.5655e-012
4030	1.5655e-012
4031	1.8863e-012
4032	1.7786e-012
4033	1.7786e-012
4034	2.0974e-012
4035	1.9904e-012
4036	1.9904e-012
4037	2.2013e-012
4038	2.2013e-012
4039	2.308e-012
4040	2.3044e-013
4041	1.4802e-013
4042	1.4677e-013
4043	7.0831e-014
4044	4.1131e-013
4045	3.1912e-013
4046	3.1662e-013
4047	6.0823e-013
4048	5.0898e-013
4049	5.0554e-013
4050	8.1548e-013
4051	7.1187e-013
4052	7.0797e-013
4053	1.0282e-012
4054	9.2238e-013
4055	9.1846e-013
4056	1.243e-012
4057	1.1364e-012
4058	1.1328e-012
4059	1.4578e-012
4060	1.3513e-012
4061	1.3481e-012
4062	1.6716e-012
4063	1.5655e-012
4064	1.5627e-012
4065	1.8841e-012
4066	1.7786e-012
4067	1.7762e-012
4068	2.0954e-012
4069	1.9904e-012
4070	1.9882e-012
4071	2.2013e-012
4072	2.1994e-012
4073	2.3062e-012
4074	2.323e-013
4075	1.5056e-013
4076	1.4802e-013
4077	7.1432e-014
4078	4.1429e-013
4079	3.2419e-013
4080	3.1912e-013
4081	6.1193e-013
4082	5.1594e-013
4083	5.0898e-013
4084	8.194e-013
4085	7.1971e-013
4086	7.1187e-013
4087	1.032e-012
4088	9.3019e-013
4089	9.2238e-013
4090	1.2464e-012
4091	1.1436e-012
4092	1.1364e-012
4093	1.4608e-012
4094	1.3576e-012
4095	1.3513e-012
4096	1.6742e-012
4097	1.571e-012
4098	1.5655e-012
4099	1.8863e-012
4100	1.7833e-012
4101	1.7786e-012
4102	2.0974e-012
4103	1.9946e-012
4104	1.9904e-012
4105	2.2051e-012
4106	2.2013e-012
4107	2.308e-012
4108	2.3842e-013
4109	1.5642e-013
4110	1.5208e-013
4111	7.3404e-014
4112	4.2392e-013
4113	3.3568e-013
4114	3.2719e-013
4115	6.2355e-013
4116	5.3114e-013
4117	5.199e-013
4118	8.3145e-013
4119	7.3617e-013
4120	7.2397e-013
4121	1.0433e-012
4122	9.4604e-013
4123	9.3425e-013
4124	1.2565e-012
4125	1.1578e-012
4126	1.1472e-012
4127	1.4695e-012
4128	1.3699e-012
4129	1.3607e-012
4130	1.6817e-012
4131	1.5816e-012
4132	1.5737e-012
4133	1.8929e-012
4134	1.7924e-012
4135	1.7856e-012
4136	2.1033e-012
4137	2.0025e-012
4138	1.9965e-012
4139	2.2123e-012
4140	2.2069e-012
4141	2.3134e-012
4142	2.5054e-013
4143	1.6741e-013
4144	1.6039e-013
4145	7.7289e-014
4146	4.4237e-013
4147	3.5688e-013
4148	3.4324e-013
4149	6.4466e-013
4150	5.5725e-013
4151	5.4032e-013
4152	8.5222e-013
4153	7.6249e-013
4154	7.4531e-013
4155	1.0621e-012
4156	9.6993e-013
4157	9.5427e-013
4158	1.2728e-012
4159	1.1784e-012
4160	1.1648e-012
4161	1.4833e-012
4162	1.3873e-012
4163	1.3758e-012
4164	1.6934e-012
4165	1.5961e-012
4166	1.5864e-012
4167	1.903e-012
4168	1.8048e-012
4169	1.7965e-012
4170	2.1122e-012
4171	2.0133e-012
4172	2.006e-012
4173	2.2219e-012
4174	2.2154e-012
4175	2.3215e-012
4176	2.7391e-013
4177	1.9084e-013
4178	1.7572e-013
4179	8.5297e-014
4180	4.7402e-013
4181	3.9564e-013
4182	3.7155e-013
4183	6.7749e-013
4184	5.9788e-013
4185	5.7365e-013
4186	8.8193e-013
4187	7.9913e-013
4188	7.7695e-013
4189	1.0875e-012
4190	1.0007e-012
4191	9.8202e-013
4192	1.2939e-012
4193	1.2037e-012
4194	1.1881e-012
4195	1.5008e-012
4196	1.4078e-012
4197	1.3951e-012
4198	1.7081e-012
4199	1.6131e-012
4200	1.6024e-012
4201	1.9155e-012
4202	1.8191e-012
4203	1.81e-012
4204	2.1233e-012
4205	2.0257e-012
4206	2.0178e-012
4207	2.233e-012
4208	2.2259e-012
4209	2.3316e-012
4210	3.2072e-013
4211	2.1688e-013
4212	1.0017e-013
4213	2.4468e-013
4214	5.25e-013
4215	4.2195e-013
4216	4.6242e-013
4217	7.225e-013
4218	6.2252e-013
4219	6.5332e-013
4220	9.1885e-013
4221	8.1804e-013
4222	8.4297e-013
4223	1.1171e-012
4224	1.0152e-012
4225	1.0347e-012
4226	1.3175e-012
4227	1.2146e-012
4228	1.2301e-012
4229	1.5199e-012
4230	1.4163e-012
4231	1.4288e-012
4232	1.7239e-012
4233	1.6198e-012
4234	1.6301e-012
4235	1.9291e-012
4236	1.8246e-012
4237	1.8335e-012
4238	2.1354e-012
4239	2.0305e-012
4240	2.0385e-012
4241	2.2373e-012
4242	2.3425e-012
4243	2.2446e-012
4244	3.1955e-013
4245	1.9e-013
4246	2.1688e-013
4247	9.9812e-014
4248	2.4407e-013
4249	5.2289e-013
4250	3.9383e-013
4251	4.2195e-013
4252	4.6095e-013
4253	7.1963e-013
4254	5.9519e-013
4255	6.2252e-013
4256	6.5091e-013
4257	9.1559e-013
4258	7.959e-013
4259	8.1804e-013
4260	8.3993e-013
4261	1.1138e-012
4262	9.9735e-013
4263	1.0152e-012
4264	1.0314e-012
4265	1.3144e-012
4266	1.2004e-012
4267	1.2146e-012
4268	1.2269e-012
4269	1.5171e-012
4270	1.4049e-012
4271	1.4163e-012
4272	1.4258e-012
4273	1.7214e-012
4274	1.6104e-012
4275	1.6198e-012
4276	1.6275e-012
4277	1.9269e-012
4278	1.8167e-012
4279	1.8246e-012
4280	1.8312e-012
4281	2.1333e-012
4282	2.0236e-012
4283	2.0305e-012
4284	2.0363e-012
4285	2.2311e-012
4286	2.2373e-012
4287	2.3406e-012
4288	2.2426e-012
4289	2.7247e-013
4290	1.664e-013
4291	1.7572e-013
4292	8.4856e-014
4293	4.716e-013
4294	3.548e-013
4295	3.7155e-013
4296	6.7435e-013
4297	5.5428e-013
4298	5.7365e-013
4299	8.7848e-013
4300	7.5903e-013
4301	7.7695e-013
4302	1.0841e-012
4303	9.6637e-013
4304	9.8202e-013
4305	1.2907e-012
4306	1.1751e-012
4307	1.1881e-012
4308	1.498e-012
4309	1.3843e-012
4310	1.3951e-012
4311	1.7056e-012
4312	1.5934e-012
4313	1.6024e-012
4314	1.9133e-012
4315	1.8024e-012
4316	1.81e-012
4317	2.1213e-012
4318	2.0112e-012
4319	2.0178e-012
4320	2.22e-012
4321	2.2259e-012
4322	2.3297e-012
4323	2.4891e-013
4324	1.553e-013
4325	1.6039e-013
4326	7.6775e-014
4327	4.397e-013
4328	3.3339e-013
4329	3.4324e-013
4330	6.4128e-013
4331	5.2794e-013
4332	5.4032e-013
4333	8.4856e-013
4334	7.325e-013
4335	7.4531e-013
4336	1.0586e-012
4337	9.4231e-013
4338	9.5427e-013
4339	1.2695e-012
4340	1.1544e-012
4341	1.1648e-012
4342	1.4804e-012
4343	1.3668e-012
4344	1.3758e-012
4345	1.6909e-012
4346	1.5788e-012
4347	1.5864e-012
4348	1.9007e-012
4349	1.79e-012
4350	1.7965e-012
4351	2.1102e-012
4352	2.0004e-012
4353	2.006e-012
4354	2.2103e-012
4355	2.2154e-012
4356	2.3197e-012
4357	2.3665e-013
4358	1.4935e-013
4359	1.5208e-013
4360	7.2836e-014
4361	4.2105e-013
4362	3.2176e-013
4363	3.2719e-013
4364	6.1997e-013
4365	5.1258e-013
4366	5.199e-013
4367	8.2763e-013
4368	7.1589e-013
4369	7.2397e-013
4370	1.0396e-012
4371	9.2634e-013
4372	9.3425e-013
4373	1.2531e-012
4374	1.14e-012
4375	1.1472e-012
4376	1.4666e-012
4377	1.3544e-012
4378	1.3607e-012
4379	1.6791e-012
4380	1.5683e-012
4381	1.5737e-012
4382	1.8906e-012
4383	1.7809e-012
4384	1.7856e-012
4385	2.1012e-012
4386	1.9925e-012
4387	1.9965e-012
4388	2.2032e-012
4389	2.2069e-012
4390	2.3115e-012
4391	2.3044e-013
4392	1.4677e-013
4393	1.4802e-013
4394	7.0831e-014
4395	4.1131e-013
4396	3.1662e-013
4397	3.1912e-013
4398	6.0823e-013
4399	5.0554e-013
4400	5.0898e-013
4401	8.1548e-013
4402	7.0797e-013
4403	7.1187e-013
4404	1.0282e-012
4405	9.1846e-013
4406	9.2238e-013
4407	1.243e-012
4408	1.1328e-012
4409	1.1364e-012
4410	1.4578e-012
4411	1.3481e-012
4412	1.3513e-012
4413	1.6716e-012
4414	1.5627e-012
4415	1.5655e-012
4416	1.8841e-012
4417	1.7762e-012
4418	1.7786e-012
4419	2.0954e-012
4420	1.9882e-012
4421	1.9904e-012
4422	2.1994e-012
4423	2.2013e-012
4424	2.3062e-012
4425	2.2855e-013
4426	1.4677e-013
4427	1.4677e-013
4428	7.0219e-014
4429	4.0829e-013
4430	3.1662e-013
4431	3.1662e-013
4432	6.0449e-013
4433	5.0554e-013
4434	5.0554e-013
4435	8.1151e-013
4436	7.0797e-013
4437	7.0797e-013
4438	1.0244e-012
4439	9.1846e-013
4440	9.1846e-013
4441	1.2395e-012
4442	1.1328e-012
4443	1.1328e-012
4444	1.4548e-012
4445	1.3481e-012
4446	1.3481e-012
4447	1.669e-012
4448	1.5627e-012
4449	1.5627e-012
4450	1.8818e-012
4451	1.7762e-012
4452	1.7762e-012
4453	2.0934e-012
4454	1.9882e-012
4455	1.9882e-012
4456	2.1994e-012
4457	2.1994e-012
4458	2.3043e-012
4459	2.3044e-013
4460	1.4935e-013
4461	1.4802e-013
4462	7.0831e-014
4463	4.1131e-013
4464	3.2176e-013
4465	3.1912e-013
4466	6.0823e-013
4467	5.1258e-013
4468	5.0898e-013
4469	8.1548e-013
4470	7.1589e-013
4471	7.1187e-013
4472	1.0282e-012
4473	9.2634e-013
4474	9.2238e-013
4475	1.243e-012
4476	1.14e-012
4477	1.1364e-012
4478	1.4578e-012
4479	1.3544e-012
4480	1.3513e-012
4481	1.6716e-012
4482	1.5683e-012
4483	1.5655e-012
4484	1.8841e-012
4485	1.7809e-012
4486	1.7786e-012
4487	2.0954e-012
4488	1.9925e-012
4489	1.9904e-012
4490	2.2032e-012
4491	2.2013e-012
4492	2.3062e-012
4493	2.3665e-013
4494	1.553e-013
4495	1.5208e-013
4496	7.2836e-014
4497	4.2105e-013
4498	3.3339e-013
4499	3.2719e-013
4500	6.1997e-013
4501	5.2794e-013
4502	5.199e-013
4503	8.2763e-013
4504	7.325e-013
4505	7.2397e-013
4506	1.0396e-012
4507	9.4231e-013
4508	9.3425e-013
4509	1.2531e-012
4510	1.1544e-012
4511	1.1472e-012
4512	1.4666e-012
4513	1.3668e-012
4514	1.3607e-012
4515	1.6791e-012
4516	1.5788e-012
4517	1.5737e-012
4518	1.8906e-012
4519	1.79e-012
4520	1.7856e-012
4521	2.1012e-012
4522	2.0004e-012
4523	1.9965e-012
4524	2.2103e-012
4525	2.2069e-012
4526	2.3115e-012
4527	2.4891e-013
4528	1.664e-013
4529	1.6039e-013
4530	7.6775e-014
4531	4.397e-013
4532	3.548e-013
4533	3.4324e-013
4534	6.4128e-013
4535	5.5428e-013
4536	5.4032e-013
4537	8.4856e-013
4538	7.5903e-013
4539	7.4531e-013
4540	1.0586e-012
4541	9.6637e-013
4542	9.5427e-013
4543	1.2695e-012
4544	1.1751e-012
4545	1.1648e-012
4546	1.4804e-012
4547	1.3843e-012
4548	1.3758e-012
4549	1.6909e-012
4550	1.5934e-012
4551	1.5864e-012
4552	1.9007e-012
4553	1.8024e-012
4554	1.7965e-012
4555	2.1102e-012
4556	2.0112e-012
4557	2.006e-012
4558	2.22e-012
4559	2.2154e-012
4560	2.3197e-012
4561	2.7247e-013
4562	1.9e-013
4563	1.7572e-013
4564	8.4856e-014
4565	4.716e-013
4566	3.9383e-013
4567	3.7155e-013
4568	6.7435e-013
4569	5.9519e-013
4570	5.7365e-013
4571	8.7848e-013
4572	7.959e-013
4573	7.7695e-013
4574	1.0841e-012
4575	9.9735e-013
4576	9.8202e-013
4577	1.2907e-012
4578	1.2004e-012
4579	1.1881e-012
4580	1.498e-012
4581	1.4049e-012
4582	1.3951e-012
4583	1.7056e-012
4584	1.6104e-012
4585	1.6024e-012
4586	1.9133e-012
4587	1.8167e-012
4588	1.81e-012
4589	2.1213e-012
4590	2.0236e-012
4591	2.0178e-012
4592	2.2311e-012
4593	2.2259e-012
4594	2.3297e-012
4595	3.1955e-013
4596	2.1688e-013
4597	9.9812e-014
4598	2.4407e-013
4599	5.2289e-013
4600	4.2195e-013
4601	4.6095e-013
4602	7.1963e-013
4603	6.2252e-013
4604	6.5091e-013
4605	9.1559e-013
4606	8.1804e-013
4607	8.3993e-013
4608	1.1138e-012
4609	1.0152e-012
4610	1.0314e-012
4611	1.3144e-012
4612	1.2146e-012
4613	1.2269e-012
4614	1.5171e-012
4615	1.4163e-012
4616	1.4258e-012
4617	1.7214e-012
4618	1.6198e-012
4619	1.6275e-012
4620	1.9269e-012
4621	1.8246e-012
4622	1.8312e-012
4623	2.1333e-012
4624	2.0305e-012
4625	2.0363e-012
4626	2.2373e-012
4627	2.3406e-012
4628	2.2426e-012
4629	3.2072e-013
4630	1.9084e-013
4631	2.1837e-013
4632	1.0017e-013
4633	2.4468e-013
4634	5.25e-013
4635	3.9564e-013
4636	4.2536e-013
4637	4.6242e-013
4638	7.225e-013
4639	5.9788e-013
4640	6.2772e-013
4641	6.5332e-013
4642	9.1885e-013
4643	7.9913e-013
4644	8.2437e-013
4645	8.4297e-013
4646	1.1171e-012
4647	1.0007e-012
4648	1.0219e-012
4649	1.0347e-012
4650	1.3175e-012
4651	1.2037e-012
4652	1.221e-012
4653	1.2301e-012
4654	1.5199e-012
4655	1.4078e-012
4656	1.4221e-012
4657	1.4288e-012
4658	1.7239e-012
4659	1.6131e-012
4660	1.625e-012
4661	1.6301e-012
4662	1.9291e-012
4663	1.8191e-012
4664	1.8293e-012
4665	1.8335e-012
4666	2.1354e-012
4667	2.0257e-012
4668	2.0347e-012
4669	2.0385e-012
4670	2.233e-012
4671	2.2412e-012
4672	2.3425e-012
4673	2.2446e-012
4674	2.7391e-013
4675	1.6741e-013
4676	1.7765e-013
4677	8.5297e-014
4678	4.7402e-013
4679	3.5688e-013
4680	3.7557e-013
4681	6.7749e-013
4682	5.5725e-013
4683	5.7944e-013
4684	8.8193e-013
4685	7.6249e-013
4686	7.8374e-013
4687	1.0875e-012
4688	9.6993e-013
4689	9.8899e-013
4690	1.2939e-012
4691	1.1784e-012
4692	1.1947e-012
4693	1.5008e-012
4694	1.3873e-012
4695	1.401e-012
4696	1.7081e-012
4697	1.5961e-012
4698	1.6077e-012
4699	1.9155e-012
4700	1.8048e-012
4701	1.8146e-012
4702	2.1233e-012
4703	2.0133e-012
4704	2.022e-012
4705	2.2219e-012
4706	2.2297e-012
4707	2.3316e-012
4708	2.5054e-013
4709	1.5642e-013
4710	1.626e-013
4711	7.7289e-014
4712	4.4237e-013
4713	3.3568e-013
4714	3.4774e-013
4715	6.4466e-013
4716	5.3114e-013
4717	5.4663e-013
4718	8.5222e-013
4719	7.3617e-013
4720	7.5256e-013
4721	1.0621e-012
4722	9.4604e-013
4723	9.616e-013
4724	1.2728e-012
4725	1.1578e-012
4726	1.1717e-012
4727	1.4833e-012
4728	1.3699e-012
4729	1.3819e-012
4730	1.6934e-012
4731	1.5816e-012
4732	1.5917e-012
4733	1.903e-012
4734	1.7924e-012
4735	1.8011e-012
4736	2.1122e-012
4737	2.0025e-012
4738	2.0102e-012
4739	2.2123e-012
4740	2.2192e-012
4741	2.3215e-012
4742	2.3842e-013
4743	1.5056e-013
4744	1.5449e-013
4745	7.3404e-014
4746	4.2392e-013
4747	3.2419e-013
4748	3.3205e-013
4749	6.2355e-013
4750	5.1594e-013
4751	5.2662e-013
4752	8.3145e-013
4753	7.1971e-013
4754	7.3158e-013
4755	1.0433e-012
4756	9.3019e-013
4757	9.4187e-013
4758	1.2565e-012
4759	1.1436e-012
4760	1.1543e-012
4761	1.4695e-012
4762	1.3576e-012
4763	1.367e-012
4764	1.6817e-012
4765	1.571e-012
4766	1.5791e-012
4767	1.8929e-012
4768	1.7833e-012
4769	1.7903e-012
4770	2.1033e-012
4771	1.9946e-012
4772	2.0007e-012
4773	2.2051e-012
4774	2.2107e-012
4775	2.3134e-012
4776	2.323e-013
4777	1.4802e-013
4778	1.5056e-013
4779	7.1432e-014
4780	4.1429e-013
4781	3.1912e-013
4782	3.2419e-013
4783	6.1193e-013
4784	5.0898e-013
4785	5.1594e-013
4786	8.194e-013
4787	7.1187e-013
4788	7.1971e-013
4789	1.032e-012
4790	9.2238e-013
4791	9.3019e-013
4792	1.2464e-012
4793	1.1364e-012
4794	1.1436e-012
4795	1.4608e-012
4796	1.3513e-012
4797	1.3576e-012
4798	1.6742e-012
4799	1.5655e-012
4800	1.571e-012
4801	1.8863e-012
4802	1.7786e-012
4803	1.7833e-012
4804	2.0974e-012
4805	1.9904e-012
4806	1.9946e-012
4807	2.2013e-012
4808	2.2051e-012
4809	2.308e-012
4810	2.3044e-013
4811	1.4802e-013
4812	1.4935e-013
4813	7.0831e-014
4814	4.1131e-013
4815	3.1912e-013
4816	3.2176e-013
4817	6.0823e-013
4818	5.0898e-013
4819	5.1258e-013
4820	8.1548e-013
4821	7.1187e-013
4822	7.1589e-013
4823	1.0282e-012
4824	9.2238e-013
4825	9.2634e-013
4826	1.243e-012
4827	1.1364e-012
4828	1.14e-012
4829	1.4578e-012
4830	1.3513e-012
4831	1.3544e-012
4832	1.6716e-012
4833	1.5655e-012
4834	1.5683e-012
4835	1.8841e-012
4836	1.7786e-012
4837	1.7809e-012
4838	2.0954e-012
4839	1.9904e-012
4840	1.9925e-012
4841	2.2013e-012
4842	2.2032e-012
4843	2.3062e-012
4844	2.323e-013
4845	1.5056e-013
4846	1.5056e-013
4847	7.1432e-014
4848	4.1429e-013
4849	3.2419e-013
4850	3.2419e-013
4851	6.1193e-013
4852	5.1594e-013
4853	5.1594e-013
4854	8.194e-013
4855	7.1971e-013
4856	7.1971e-013
4857	1.032e-012
4858	9.3019e-013
4859	9.3019e-013
4860	1.2464e-012
4861	1.1436e-012
4862	1.1436e-012
4863	1.4608e-012
4864	1.3576e-012
4865	1.3576e-012
4866	1.6742e-012
4867	1.571e-012
4868	1.571e-012
4869	1.8863e-012
4870	1.7833e-012
4871	1.7833e-012
4872	2.0974e-012
4873	1.9946e-012
4874	1.9946e-012
4875	2.2051e-012
4876	2.2051e-012
4877	2.308e-012
4878	2.3842e-013
4879	1.5642e-013
4880	1.5449e-013
4881	7.3404e-014
4882	4.2392e-013
4883	3.3568e-013
4884	3.3205e-013
4885	6.2355e-013
4886	5.3114e-013
4887	5.2662e-013
4888	8.3145e-013
4889	7.3617e-013
4890	7.3158e-013
4891	1.0433e-012
4892	9.4604e-013
4893	9.4187e-013
4894	1.2565e-012
4895	1.1578e-012
4896	1.1543e-012
4897	1.4695e-012
4898	1.3699e-012
4899	1.367e-012
4900	1.6817e-012
4901	1.5816e-012
4902	1.5791e-012
4903	1.8929e-012
4904	1.7924e-012
4905	1.7903e-012
4906	2.1033e-012
4907	2.0025e-012
4908	2.0007e-012
4909	2.2123e-012
4910	2.2107e-012
4911	2.3134e-012
4912	2.5054e-013
4913	1.6741e-013
4914	1.626e-013
4915	7.7289e-014
4916	4.4237e-013
4917	3.5688e-013
4918	3.4774e-013
4919	6.4466e-013
4920	5.5725e-013
4921	5.4663e-013
4922	8.5222e-013
4923	7.6249e-013
4924	7.5256e-013
4925	1.0621e-012
4926	9.6993e-013
4927	9.616e-013
4928	1.2728e-012
4929	1.1784e-012
4930	1.1717e-012
4931	1.4833e-012
4932	1.3873e-012
4933	1.3819e-012
4934	1.6934e-012
4935	1.5961e-012
4936	1.5917e-012
4937	1.903e-012
4938	1.8048e-012
4939	1.8011e-012
4940	2.1122e-012
4941	2.0133e-012
4942	2.0102e-012
4943	2.2219e-012
4944	2.2192e-012
4945	2.3215e-012
4946	2.7391e-013
4947	1.9084e-013
4948	1.7765e-013
4949	8.5297e-014
4950	4.7402e-013
4951	3.9564e-013
4952	3.7557e-013
4953	6.7749e-013
4954	5.9788e-013
4955	5.7944e-013
4956	8.8193e-013
4957	7.9913e-013
4958	7.8374e-013
4959	1.0875e-012
4960	1.0007e-012
4961	9.8899e-013
4962	1.2939e-012
4963	1.2037e-012
4964	1.1947e-012
4965	1.5008e-012
4966	1.4078e-012
4967	1.401e-012
4968	1.7081e-012
4969	1.6131e-012
4970	1.6077e-012
4971	1.9155e-012
4972	1.8191e-012
4973	1.8146e-012
4974	2.1233e-012
4975	2.0257e-012
4976	2.022e-012
4977	2.233e-012
4978	2.2297e-012
4979	2.3316e-012
4980	3.2072e-013
4981	2.1837e-013
4982	1.0017e-013
4983	2.4468e-013
4984	5.25e-013
4985	4.2536e-013
4986	4.6242e-013
4987	7.225e-013
4988	6.2772e-013
4989	6.5332e-013
4990	9.1885e-013
4991	8.2437e-013
4992	8.4297e-013
4993	1.1171e-012
4994	1.0219e-012
4995	1.0347e-012
4996	1.3175e-012
4997	1.221e-012
4998	1.2301e-012
4999	1.5199e-012
5000	1.4221e-012
5001	1.4288e-012
5002	1.7239e-012
5003	1.625e-012
5004	1.6301e-012
5005	1.9291e-012
5006	1.8293e-012
5007	1.8335e-012
5008	2.1354e-012
5009	2.0347e-012
5010	2.0385e-012
5011	2.2412e-012
5012	2.3425e-012
5013	2.2446e-012
5014	3.2464e-013
5015	1.9361e-013
5016	2.2193e-013
5017	1.0138e-013
5018	2.4672e-013
5019	5.319e-013
5020	4.0157e-013
5021	4.3329e-013
5022	4.6728e-013
5023	7.3159e-013
5024	6.0647e-013
5025	6.3923e-013
5026	6.6101e-013
5027	9.2889e-013
5028	8.0918e-013
5029	8.3773e-013
5030	8.5242e-013
5031	1.127e-012
5032	1.011e-012
5033	1.0354e-012
5034	1.0447e-012
5035	1.3267e-012
5036	1.2134e-012
5037	1.2337e-012
5038	1.2397e-012
5039	1.5281e-012
5040	1.4166e-012
5041	1.4335e-012
5042	1.4375e-012
5043	1.7311e-012
5044	1.6207e-012
5045	1.635e-012
5046	1.6379e-012
5047	1.9356e-012
5048	1.8258e-012
5049	1.8381e-012
5050	1.8404e-012
5051	2.1412e-012
5052	2.0318e-012
5053	2.0427e-012
5054	2.0447e-012
5055	2.2387e-012
5056	2.2485e-012
5057	2.348e-012
5058	2.2504e-012
5059	2.7867e-013
5060	1.7071e-013
5061	1.822e-013
5062	8.6765e-014
5063	4.8189e-013
5064	3.6367e-013
5065	3.8484e-013
5066	6.8739e-013
5067	5.6673e-013
5068	5.9221e-013
5069	8.9254e-013
5070	7.7327e-013
5071	7.9806e-013
5072	1.0978e-012
5073	9.8074e-013
5074	1.0032e-012
5075	1.3033e-012
5076	1.1885e-012
5077	1.2078e-012
5078	1.5091e-012
5079	1.3962e-012
5080	1.4125e-012
5081	1.7153e-012
5082	1.6039e-012
5083	1.6177e-012
5084	1.9219e-012
5085	1.8116e-012
5086	1.8234e-012
5087	2.1291e-012
5088	2.0194e-012
5089	2.0298e-012
5090	2.2275e-012
5091	2.2369e-012
5092	2.337e-012
5093	2.5595e-013
5094	1.601e-013
5095	1.6776e-013
5096	7.8991e-014
5097	4.5106e-013
5098	3.4312e-013
5099	3.5806e-013
5100	6.5534e-013
5101	5.4133e-013
5102	5.6053e-013
5103	8.6345e-013
5104	7.4759e-013
5105	7.6783e-013
5106	1.0728e-012
5107	9.5735e-013
5108	9.7649e-013
5109	1.2824e-012
5110	1.1682e-012
5111	1.1852e-012
5112	1.4917e-012
5113	1.3791e-012
5114	1.3937e-012
5115	1.7007e-012
5116	1.5895e-012
5117	1.6019e-012
5118	1.9094e-012
5119	1.7993e-012
5120	1.81e-012
5121	2.118e-012
5122	2.0086e-012
5123	2.0181e-012
5124	2.2178e-012
5125	2.2263e-012
5126	2.3269e-012
5127	2.4428e-013
5128	1.5449e-013
5129	1.601e-013
5130	7.5274e-014
5131	4.3319e-013
5132	3.3205e-013
5133	3.4312e-013
5134	6.3481e-013
5135	5.2662e-013
5136	5.4133e-013
5137	8.4318e-013
5138	7.3158e-013
5139	7.4759e-013
5140	1.0544e-012
5141	9.4187e-013
5142	9.5735e-013
5143	1.2664e-012
5144	1.1543e-012
5145	1.1682e-012
5146	1.4781e-012
5147	1.367e-012
5148	1.3791e-012
5149	1.6891e-012
5150	1.5791e-012
5151	1.5895e-012
5152	1.8994e-012
5153	1.7903e-012
5154	1.7993e-012
5155	2.1091e-012
5156	2.0007e-012
5157	2.0086e-012
5158	2.2107e-012
5159	2.2178e-012
5160	2.3187e-012
5161	2.3842e-013
5162	1.5208e-013
5163	1.5642e-013
5164	7.3404e-014
5165	4.2392e-013
5166	3.2719e-013
5167	3.3568e-013
5168	6.2355e-013
5169	5.199e-013
5170	5.3114e-013
5171	8.3145e-013
5172	7.2397e-013
5173	7.3617e-013
5174	1.0433e-012
5175	9.3425e-013
5176	9.4604e-013
5177	1.2565e-012
5178	1.1472e-012
5179	1.1578e-012
5180	1.4695e-012
5181	1.3607e-012
5182	1.3699e-012
5183	1.6817e-012
5184	1.5737e-012
5185	1.5816e-012
5186	1.8929e-012
5187	1.7856e-012
5188	1.7924e-012
5189	2.1033e-012
5190	1.9965e-012
5191	2.0025e-012
5192	2.2069e-012
5193	2.2123e-012
5194	2.3134e-012
5195	2.3665e-013
5196	1.5208e-013
5197	1.553e-013
5198	7.2836e-014
5199	4.2105e-013
5200	3.2719e-013
5201	3.3339e-013
5202	6.1997e-013
5203	5.199e-013
5204	5.2794e-013
5205	8.2763e-013
5206	7.2397e-013
5207	7.325e-013
5208	1.0396e-012
5209	9.3425e-013
5210	9.4231e-013
5211	1.2531e-012
5212	1.1472e-012
5213	1.1544e-012
5214	1.4666e-012
5215	1.3607e-012
5216	1.3668e-012
5217	1.6791e-012
5218	1.5737e-012
5219	1.5788e-012
5220	1.8906e-012
5221	1.7856e-012
5222	1.79e-012
5223	2.1012e-012
5224	1.9965e-012
5225	2.0004e-012
5226	2.2069e-012
5227	2.2103e-012
5228	2.3115e-012
5229	2.3842e-013
5230	1.5449e-013
5231	1.5642e-013
5232	7.3404e-014
5233	4.2392e-013
5234	3.3205e-013
5235	3.3568e-013
5236	6.2355e-013
5237	5.2662e-013
5238	5.3114e-013
5239	8.3145e-013
5240	7.3158e-013
5241	7.3617e-013
5242	1.0433e-012
5243	9.4187e-013
5244	9.4604e-013
5245	1.2565e-012
5246	1.1543e-012
5247	1.1578e-012
5248	1.4695e-012
5249	1.367e-012
5250	1.3699e-012
5251	1.6817e-012
5252	1.5791e-012
5253	1.5816e-012
5254	1.8929e-012
5255	1.7903e-012
5256	1.7924e-012
5257	2.1033e-012
5258	2.0007e-012
5259	2.0025e-012
5260	2.2107e-012
5261	2.2123e-012
5262	2.3134e-012
5263	2.4428e-013
5264	1.601e-013
5265	1.601e-013
5266	7.5274e-014
5267	4.3319e-013
5268	3.4312e-013
5269	3.4312e-013
5270	6.3481e-013
5271	5.4133e-013
5272	5.4133e-013
5273	8.4318e-013
5274	7.4759e-013
5275	7.4759e-013
5276	1.0544e-012
5277	9.5735e-013
5278	9.5735e-013
5279	1.2664e-012
5280	1.1682e-012
5281	1.1682e-012
5282	1.4781e-012
5283	1.3791e-012
5284	1.3791e-012
5285	1.6891e-012
5286	1.5895e-012
5287	1.5895e-012
5288	1.8994e-012
5289	1.7993e-012
5290	1.7993e-012
5291	2.1091e-012
