Node Number	Maximum Principal Stress (Pa)
4076	-1.3891
4077	-1.6122
4078	-0.78981
4079	-0.92485
4080	-0.96621
4081	-0.48658
4082	-0.57765
4083	-0.61924
4084	-0.27302
4085	-0.33107
4086	-0.36407
4087	-0.13461
4088	-0.17011
4089	-0.19253
4090	-5.096e-002
4091	-7.1962e-002
4092	-8.5521e-002
4093	-2.9711e-003
4094	-1.5493e-002
4095	-2.2725e-002
4096	2.4621e-002
4097	1.6036e-002
4098	1.2932e-002
4099	4.3598e-002
4100	3.5101e-002
4101	3.468e-002
4102	6.3739e-002
4103	5.1574e-002
4104	5.3054e-002
4105	7.4099e-002
4106	7.7555e-002
4107	9.624e-002
4108	-1.1061
4109	-1.2686
4110	-1.3271
4111	-1.5709
4112	-0.71109
4113	-0.80597
4114	-0.88328
4115	-0.41959
4116	-0.46984
4117	-0.53903
4118	-0.22595
4119	-0.25345
4120	-0.30308
4121	-0.10613
4122	-0.12332
4123	-0.15351
4124	-3.6037e-002
4125	-4.7357e-002
4126	-6.4174e-002
4127	3.4759e-003
4128	-4.887e-003
4129	-1.3404e-002
4130	2.6469e-002
4131	1.9784e-002
4132	1.5764e-002
4133	4.3208e-002
4134	3.6157e-002
4135	3.5364e-002
4136	6.193e-002
4137	5.08e-002
4138	5.2295e-002
4139	7.0932e-002
4140	7.4822e-002
4141	9.1695e-002
4142	-0.97155
4143	-1.0954
4144	-1.2078
4145	-1.4831
4146	-0.56722
4147	-0.59103
4148	-0.72842
4149	-0.30484
4150	-0.31258
4151	-0.40289
4152	-0.15109
4153	-0.15262
4154	-0.20757
4155	-6.4641e-002
4156	-6.7746e-002
4157	-9.7755e-002
4158	-1.6609e-002
4159	-2.0996e-002
4160	-3.5785e-002
4161	1.0566e-002
4162	5.416e-003
4163	-2.4533e-003
4164	2.9148e-002
4165	2.5013e-002
4166	1.9953e-002
4167	4.3619e-002
4168	3.8512e-002
4169	3.7175e-002
4170	5.9743e-002
4171	5.0236e-002
4172	5.1568e-002
4173	6.7276e-002
4174	7.1143e-002
4175	8.575e-002
4176	-0.72924
4177	-0.77758
4178	-0.9793
4179	-1.3562
4180	-0.34153
4181	-0.26843
4182	-0.45386
4183	-0.16208
4184	-0.14243
4185	-0.22362
4186	-6.9696e-002
4187	-5.821e-002
4188	-0.10017
4189	-2.4504e-002
4190	-2.2358e-002
4191	-4.1285e-002
4192	-4.5994e-004
4193	-2.4777e-003
4194	-1.102e-002
4195	1.8414e-002
4196	1.7338e-002
4197	6.3408e-003
4198	3.4225e-002
4199	3.4291e-002
4200	2.777e-002
4201	4.5044e-002
4202	4.2592e-002
4203	4.0632e-002
4204	5.7723e-002
4205	4.9901e-002
4206	5.1237e-002
4207	6.3634e-002
4208	6.7417e-002
4209	7.9805e-002
4210	-0.35426
4211	-0.5761
4212	-0.92969
4213	-2.4824e-002
4214	-7.3396e-002
4215	-8.116e-002
4216	-6.9689e-002
4217	-3.9168e-002
4218	-6.0823e-002
4219	-6.8146e-003
4220	-1.1179e-002
4221	-1.7557e-002
4222	-1.0297e-002
4223	-1.2943e-003
4224	-5.9221e-003
4225	-6.9109e-004
4226	1.2249e-002
4227	1.3742e-003
4228	1.8639e-002
4229	3.3574e-002
4230	2.5886e-002
4231	4.2861e-002
4232	4.2691e-002
4233	4.0575e-002
4234	4.9229e-002
4235	4.7416e-002
4236	4.5952e-002
4237	4.8389e-002
4238	5.5782e-002
4239	5.0989e-002
4240	4.8699e-002
4241	6.3751e-002
4242	7.529e-002
4243	5.8078e-002
4244	-0.35409
4245	-0.77756
4246	-0.5761
4247	-0.92987
4248	-2.4972e-002
4249	-7.3428e-002
4250	-0.26838
4251	-8.116e-002
4252	-6.9709e-002
4253	-3.958e-002
4254	-0.14297
4255	-6.0823e-002
4256	-6.828e-003
4257	-1.2018e-002
4258	-5.93e-002
4259	-1.7557e-002
4260	-1.0517e-002
4261	-3.024e-003
4262	-2.4099e-002
4263	-5.9221e-003
4264	-1.3685e-003
4265	6.3708e-003
4266	-5.8521e-003
4267	1.3743e-003
4268	1.5356e-002
4269	3.3173e-002
4270	1.3348e-002
4271	2.5886e-002
4272	4.2973e-002
4273	4.3956e-002
4274	3.4307e-002
4275	4.0575e-002
4276	5.0794e-002
4277	4.9567e-002
4278	4.4091e-002
4279	4.5952e-002
4280	5.0533e-002
4281	5.8975e-002
4282	5.2357e-002
4283	5.0989e-002
4284	5.1241e-002
4285	6.756e-002
4286	6.3751e-002
4287	8.076e-002
4288	6.1734e-002
4289	-0.72894
4290	-1.0957
4291	-0.9793
4292	-1.3575
4293	-0.34192
4294	-0.59125
4295	-0.45386
4296	-0.16324
4297	-0.3138
4298	-0.22362
4299	-7.1483e-002
4300	-0.15466
4301	-0.10017
4302	-2.694e-002
4303	-7.0407e-002
4304	-4.1285e-002
4305	-4.4825e-003
4306	-2.4407e-002
4307	-1.102e-002
4308	1.4482e-002
4309	-5.3322e-004
4310	6.3408e-003
4311	3.4442e-002
4312	2.3267e-002
4313	2.777e-002
4314	4.6881e-002
4315	3.9482e-002
4316	4.0632e-002
4317	6.0941e-002
4318	5.2606e-002
4319	5.1237e-002
4320	7.131e-002
4321	6.7417e-002
4322	8.5439e-002
4323	-0.97158
4324	-1.2693
4325	-1.2078
4326	-1.4852
4327	-0.56819
4328	-0.80671
4329	-0.72842
4330	-0.30694
4331	-0.47189
4332	-0.40289
4333	-0.1539
4334	-0.25649
4335	-0.20757
4336	-6.7896e-002
4337	-0.1269
4338	-9.7755e-002
4339	-2.0445e-002
4340	-5.1245e-002
4341	-3.5785e-002
4342	4.8356e-003
4343	-9.4377e-003
4344	-2.4533e-003
4345	2.8308e-002
4346	1.6472e-002
4347	1.9953e-002
4348	4.5208e-002
4349	3.6677e-002
4350	3.7175e-002
4351	6.2975e-002
4352	5.3111e-002
4353	5.1568e-002
4354	7.5056e-002
4355	7.1143e-002
4356	9.1535e-002
4357	-1.1067
4358	-1.3603
4359	-1.3271
4360	-1.5742
4361	-0.71281
4362	-0.92616
4363	-0.88328
4364	-0.42271
4365	-0.5806
4366	-0.53903
4367	-0.22986
4368	-0.33524
4369	-0.30308
4370	-0.1103
4371	-0.17473
4372	-0.15351
4373	-4.0207e-002
4374	-7.6459e-002
4375	-6.4174e-002
4376	-7.274e-004
4377	-1.9579e-002
4378	-1.3404e-002
4379	2.4841e-002
4380	1.2767e-002
4381	1.5764e-002
4382	4.4581e-002
4383	3.5273e-002
4384	3.5364e-002
4385	6.5192e-002
4386	5.3838e-002
4387	5.2295e-002
4388	7.8302e-002
4389	7.4822e-002
4390	9.7634e-002
4391	-1.1786
4392	-1.4011
4393	-1.3891
4394	-1.6191
4395	-0.79405
4396	-0.98086
4397	-0.96621
4398	-0.49347
4399	-0.63404
4400	-0.61924
4401	-0.2803
4402	-0.37648
4403	-0.36407
4404	-0.14093
4405	-0.20155
4406	-0.19253
4407	-5.5796e-002
4408	-9.1352e-002
4409	-8.5521e-002
4410	-6.2816e-003
4411	-2.6119e-002
4412	-2.2725e-002
4413	2.3199e-002
4414	1.1233e-002
4415	1.2932e-002
4416	4.453e-002
4417	3.4743e-002
4418	3.468e-002
4419	6.6947e-002
4420	5.4364e-002
4421	5.3054e-002
4422	8.0195e-002
4423	7.7555e-002
4424	0.10205
4425	-1.2011
4426	-1.4011
4427	-1.4011
4428	-1.6335
4429	-0.8199
4430	-0.98086
4431	-0.98086
4432	-0.51683
4433	-0.63404
4434	-0.63404
4435	-0.29773
4436	-0.37648
4437	-0.37648
4438	-0.15196
4439	-0.20155
4440	-0.20155
4441	-6.1637e-002
4442	-9.1352e-002
4443	-9.1352e-002
4444	-8.5459e-003
4445	-2.6119e-002
4446	-2.6119e-002
4447	2.2733e-002
4448	1.1233e-002
4449	1.1233e-002
4450	4.4576e-002
4451	3.4743e-002
4452	3.4743e-002
4453	6.7612e-002
4454	5.4364e-002
4455	5.4364e-002
4456	8.0195e-002
4457	8.0195e-002
4458	0.10366
4459	-1.1786
4460	-1.3603
4461	-1.3891
4462	-1.6191
4463	-0.79405
4464	-0.92616
4465	-0.96621
4466	-0.49347
4467	-0.5806
4468	-0.61924
4469	-0.2803
4470	-0.33524
4471	-0.36407
4472	-0.14093
4473	-0.17473
4474	-0.19253
4475	-5.5796e-002
4476	-7.6459e-002
4477	-8.5521e-002
4478	-6.2816e-003
4479	-1.9579e-002
4480	-2.2725e-002
4481	2.3199e-002
4482	1.2767e-002
4483	1.2932e-002
4484	4.453e-002
4485	3.5273e-002
4486	3.468e-002
4487	6.6947e-002
4488	5.3838e-002
4489	5.3054e-002
4490	7.8302e-002
4491	7.7555e-002
4492	0.10205
4493	-1.1067
4494	-1.2693
4495	-1.3271
4496	-1.5742
4497	-0.71281
4498	-0.80671
4499	-0.88328
4500	-0.42271
4501	-0.47189
4502	-0.53903
4503	-0.22986
4504	-0.25649
4505	-0.30308
4506	-0.1103
4507	-0.1269
4508	-0.15351
4509	-4.0207e-002
4510	-5.1245e-002
4511	-6.4174e-002
4512	-7.2742e-004
4513	-9.4378e-003
4514	-1.3404e-002
4515	2.4841e-002
4516	1.6472e-002
4517	1.5764e-002
4518	4.4581e-002
4519	3.6677e-002
4520	3.5364e-002
4521	6.5192e-002
4522	5.3111e-002
4523	5.2295e-002
4524	7.5056e-002
4525	7.4822e-002
4526	9.7634e-002
4527	-0.97158
4528	-1.0957
4529	-1.2078
4530	-1.4852
4531	-0.56819
4532	-0.59125
4533	-0.72842
4534	-0.30694
4535	-0.3138
4536	-0.40289
4537	-0.1539
4538	-0.15466
4539	-0.20757
4540	-6.7896e-002
4541	-7.0407e-002
4542	-9.7755e-002
4543	-2.0445e-002
4544	-2.4407e-002
4545	-3.5785e-002
4546	4.8356e-003
4547	-5.3325e-004
4548	-2.4533e-003
4549	2.8308e-002
4550	2.3267e-002
4551	1.9953e-002
4552	4.5208e-002
4553	3.9482e-002
4554	3.7175e-002
4555	6.2975e-002
4556	5.2606e-002
4557	5.1568e-002
4558	7.131e-002
4559	7.1143e-002
4560	9.1535e-002
4561	-0.72894
4562	-0.77756
4563	-0.9793
4564	-1.3575
4565	-0.34192
4566	-0.26838
4567	-0.45386
4568	-0.16324
4569	-0.14297
4570	-0.22362
4571	-7.1483e-002
4572	-5.93e-002
4573	-0.10017
4574	-2.694e-002
4575	-2.4099e-002
4576	-4.1285e-002
4577	-4.4826e-003
4578	-5.8521e-003
4579	-1.102e-002
4580	1.4482e-002
4581	1.3348e-002
4582	6.3408e-003
4583	3.4442e-002
4584	3.4307e-002
4585	2.777e-002
4586	4.6881e-002
4587	4.4091e-002
4588	4.0632e-002
4589	6.0941e-002
4590	5.2357e-002
4591	5.1237e-002
4592	6.756e-002
4593	6.7417e-002
4594	8.5439e-002
4595	-0.35409
4596	-0.5761
4597	-0.92987
4598	-2.4972e-002
4599	-7.3428e-002
4600	-8.116e-002
4601	-6.9709e-002
4602	-3.958e-002
4603	-6.0823e-002
4604	-6.828e-003
4605	-1.2018e-002
4606	-1.7557e-002
4607	-1.0517e-002
4608	-3.024e-003
4609	-5.9221e-003
4610	-1.3685e-003
4611	6.3708e-003
4612	1.3742e-003
4613	1.5356e-002
4614	3.3173e-002
4615	2.5886e-002
4616	4.2973e-002
4617	4.3956e-002
4618	4.0575e-002
4619	5.0794e-002
4620	4.9567e-002
4621	4.5952e-002
4622	5.0533e-002
4623	5.8975e-002
4624	5.0989e-002
4625	5.1241e-002
4626	6.3751e-002
4627	8.076e-002
4628	6.1734e-002
4629	-0.35426
4630	-0.77758
4631	-0.57644
4632	-0.92969
4633	-2.4824e-002
4634	-7.3396e-002
4635	-0.26843
4636	-8.1247e-002
4637	-6.9689e-002
4638	-3.9168e-002
4639	-0.14243
4640	-5.9776e-002
4641	-6.8147e-003
4642	-1.1179e-002
4643	-5.821e-002
4644	-1.5884e-002
4645	-1.0297e-002
4646	-1.2943e-003
4647	-2.2357e-002
4648	-2.9355e-003
4649	-6.9105e-004
4650	1.2249e-002
4651	-2.4776e-003
4652	9.2368e-003
4653	1.8639e-002
4654	3.3574e-002
4655	1.7338e-002
4656	2.8561e-002
4657	4.2861e-002
4658	4.2691e-002
4659	3.4291e-002
4660	3.8888e-002
4661	4.9229e-002
4662	4.7416e-002
4663	4.2592e-002
4664	4.2376e-002
4665	4.8389e-002
4666	5.5782e-002
4667	4.9901e-002
4668	4.6133e-002
4669	4.8699e-002
4670	6.3634e-002
4671	5.6463e-002
4672	7.529e-002
4673	5.8078e-002
4674	-0.72924
4675	-1.0954
4676	-0.97958
4677	-1.3562
4678	-0.34153
4679	-0.59103
4680	-0.45349
4681	-0.16208
4682	-0.31258
4683	-0.22112
4684	-6.9696e-002
4685	-0.15262
4686	-9.6315e-002
4687	-2.4504e-002
4688	-6.7746e-002
4689	-3.6258e-002
4690	-4.5992e-004
4691	-2.0996e-002
4692	-4.2951e-003
4693	1.8414e-002
4694	5.416e-003
4695	1.5121e-002
4696	3.4225e-002
4697	2.5013e-002
4698	2.918e-002
4699	4.5044e-002
4700	3.8512e-002
4701	3.8167e-002
4702	5.7723e-002
4703	5.0236e-002
4704	4.6551e-002
4705	6.7276e-002
4706	5.9872e-002
4707	7.9805e-002
4708	-0.97155
4709	-1.2686
4710	-1.2068
4711	-1.4831
4712	-0.56722
4713	-0.80597
4714	-0.72699
4715	-0.30484
4716	-0.46984
4717	-0.39834
4718	-0.15109
4719	-0.25345
4720	-0.20115
4721	-6.4641e-002
4722	-0.12332
4723	-9.0361e-002
4724	-1.6608e-002
4725	-4.7357e-002
4726	-2.7944e-002
4727	1.0566e-002
4728	-4.887e-003
4729	5.4984e-003
4730	2.9148e-002
4731	1.9784e-002
4732	2.3951e-002
4733	4.3619e-002
4734	3.6157e-002
4735	3.5702e-002
4736	5.9743e-002
4737	5.08e-002
4738	4.701e-002
4739	7.0932e-002
4740	6.3415e-002
4741	8.575e-002
4742	-1.1061
4743	-1.3587
4744	-1.3227
4745	-1.5709
4746	-0.71109
4747	-0.92485
4748	-0.88039
4749	-0.41959
4750	-0.57765
4751	-0.53132
4752	-0.22595
4753	-0.33107
4754	-0.29252
4755	-0.10613
4756	-0.17011
4757	-0.14254
4758	-3.6037e-002
4759	-7.1962e-002
4760	-5.4404e-002
4761	3.4759e-003
4762	-1.5493e-002
4763	-5.8046e-003
4764	2.6469e-002
4765	1.6036e-002
4766	2.0043e-002
4767	4.3208e-002
4768	3.5101e-002
4769	3.4916e-002
4770	6.193e-002
4771	5.1574e-002
4772	4.7898e-002
4773	7.4099e-002
4774	6.6933e-002
4775	9.1695e-002
4776	-1.1759
4777	-1.3891
4778	-1.3587
4779	-1.6122
4780	-0.78981
4781	-0.96621
4782	-0.92485
4783	-0.48658
4784	-0.61924
4785	-0.57765
4786	-0.27302
4787	-0.36407
4788	-0.33107
4789	-0.13461
4790	-0.19253
4791	-0.17011
4792	-5.096e-002
4793	-8.5521e-002
4794	-7.1962e-002
4795	-2.9711e-003
4796	-2.2725e-002
4797	-1.5493e-002
4798	2.4621e-002
4799	1.2932e-002
4800	1.6036e-002
4801	4.3598e-002
4802	3.468e-002
4803	3.5101e-002
4804	6.3739e-002
4805	5.3054e-002
4806	5.1574e-002
4807	7.7555e-002
4808	7.4099e-002
4809	9.624e-002
4810	-1.1786
4811	-1.3891
4812	-1.3603
4813	-1.6191
4814	-0.79405
4815	-0.96621
4816	-0.92616
4817	-0.49347
4818	-0.61924
4819	-0.5806
4820	-0.2803
4821	-0.36407
4822	-0.33524
4823	-0.14093
4824	-0.19253
4825	-0.17473
4826	-5.5796e-002
4827	-8.5521e-002
4828	-7.6459e-002
4829	-6.2816e-003
4830	-2.2725e-002
4831	-1.9579e-002
4832	2.3199e-002
4833	1.2932e-002
4834	1.2767e-002
4835	4.453e-002
4836	3.468e-002
4837	3.5273e-002
4838	6.6947e-002
4839	5.3054e-002
4840	5.3838e-002
4841	7.7555e-002
4842	7.8302e-002
4843	0.10205
4844	-1.1759
4845	-1.3587
4846	-1.3587
4847	-1.6122
4848	-0.78981
4849	-0.92485
4850	-0.92485
4851	-0.48658
4852	-0.57765
4853	-0.57765
4854	-0.27302
4855	-0.33107
4856	-0.33107
4857	-0.13461
4858	-0.17011
4859	-0.17011
4860	-5.096e-002
4861	-7.1962e-002
4862	-7.1962e-002
4863	-2.9711e-003
4864	-1.5493e-002
4865	-1.5493e-002
4866	2.4621e-002
4867	1.6036e-002
4868	1.6036e-002
4869	4.3598e-002
4870	3.5101e-002
4871	3.5101e-002
4872	6.3739e-002
4873	5.1574e-002
4874	5.1574e-002
4875	7.4099e-002
4876	7.4099e-002
4877	9.624e-002
4878	-1.1061
4879	-1.2686
4880	-1.3227
4881	-1.5709
4882	-0.71109
4883	-0.80597
4884	-0.88039
4885	-0.41959
4886	-0.46984
4887	-0.53132
4888	-0.22595
4889	-0.25345
4890	-0.29252
4891	-0.10613
4892	-0.12332
4893	-0.14254
4894	-3.6037e-002
4895	-4.7357e-002
4896	-5.4404e-002
4897	3.4759e-003
4898	-4.887e-003
4899	-5.8046e-003
4900	2.6469e-002
4901	1.9784e-002
4902	2.0043e-002
4903	4.3208e-002
4904	3.6157e-002
4905	3.4916e-002
4906	6.193e-002
4907	5.08e-002
4908	4.7898e-002
4909	7.0932e-002
4910	6.6933e-002
4911	9.1695e-002
4912	-0.97155
4913	-1.0954
4914	-1.2068
4915	-1.4831
4916	-0.56722
4917	-0.59103
4918	-0.72699
4919	-0.30484
4920	-0.31258
4921	-0.39834
4922	-0.15109
4923	-0.15262
4924	-0.20115
4925	-6.4641e-002
4926	-6.7746e-002
4927	-9.0361e-002
4928	-1.6609e-002
4929	-2.0996e-002
4930	-2.7944e-002
4931	1.0566e-002
4932	5.416e-003
4933	5.4984e-003
4934	2.9148e-002
4935	2.5013e-002
4936	2.3951e-002
4937	4.3619e-002
4938	3.8512e-002
4939	3.5702e-002
4940	5.9743e-002
4941	5.0236e-002
4942	4.701e-002
4943	6.7276e-002
4944	6.3415e-002
4945	8.575e-002
4946	-0.72924
4947	-0.77758
4948	-0.97958
4949	-1.3562
4950	-0.34153
4951	-0.26843
4952	-0.45349
4953	-0.16208
4954	-0.14243
4955	-0.22112
4956	-6.9696e-002
4957	-5.821e-002
4958	-9.6315e-002
4959	-2.4504e-002
4960	-2.2357e-002
4961	-3.6258e-002
4962	-4.5991e-004
4963	-2.4776e-003
4964	-4.2951e-003
4965	1.8414e-002
4966	1.7338e-002
4967	1.5121e-002
4968	3.4225e-002
4969	3.4291e-002
4970	2.918e-002
4971	4.5044e-002
4972	4.2592e-002
4973	3.8167e-002
4974	5.7723e-002
4975	4.9901e-002
4976	4.6551e-002
4977	6.3634e-002
4978	5.9872e-002
4979	7.9805e-002
4980	-0.35426
4981	-0.57644
4982	-0.92969
4983	-2.4824e-002
4984	-7.3396e-002
4985	-8.1247e-002
4986	-6.9689e-002
4987	-3.9168e-002
4988	-5.9776e-002
4989	-6.8146e-003
4990	-1.1179e-002
4991	-1.5884e-002
4992	-1.0297e-002
4993	-1.2943e-003
4994	-2.9355e-003
4995	-6.9105e-004
4996	1.2249e-002
4997	9.2368e-003
4998	1.8639e-002
4999	3.3574e-002
5000	2.8561e-002
5001	4.2861e-002
5002	4.2691e-002
5003	3.8888e-002
5004	4.9229e-002
5005	4.7416e-002
5006	4.2376e-002
5007	4.839e-002
5008	5.5782e-002
5009	4.6133e-002
5010	4.8699e-002
5011	5.6463e-002
5012	7.529e-002
5013	5.8078e-002
5014	-0.35514
5015	-0.77839
5016	-0.57775
5017	-0.93015
5018	-2.5294e-002
5019	-7.2553e-002
5020	-0.26807
5021	-8.2123e-002
5022	-6.9378e-002
5023	-3.6844e-002
5024	-0.13926
5025	-5.6667e-002
5026	-5.8443e-003
5027	-7.5371e-003
5028	-5.3384e-002
5029	-1.0189e-002
5030	-9.0151e-003
5031	5.499e-003
5032	-1.5395e-002
5033	5.7672e-003
5034	2.9133e-003
5035	2.1158e-002
5036	7.7591e-003
5037	2.0386e-002
5038	2.5571e-002
5039	3.3774e-002
5040	2.4106e-002
5041	3.0861e-002
5042	4.1389e-002
5043	3.86e-002
5044	3.3477e-002
5045	3.4657e-002
5046	4.4044e-002
5047	4.107e-002
5048	3.7951e-002
5049	3.5169e-002
5050	4.1882e-002
5051	4.6784e-002
5052	4.2798e-002
5053	3.703e-002
5054	4.1356e-002
5055	5.2728e-002
5056	4.357e-002
5057	6.013e-002
5058	4.7953e-002
5059	-0.73032
5060	-1.0946
5061	-0.97918
5062	-1.3521
5063	-0.33914
5064	-0.58944
5065	-0.4523
5066	-0.15666
5067	-0.30649
5068	-0.21319
5069	-6.2329e-002
5070	-0.14373
5071	-8.4084e-002
5072	-1.5432e-002
5073	-5.7155e-002
5074	-2.2595e-002
5075	9.9142e-003
5076	-9.6626e-003
5077	8.8943e-003
5078	2.4426e-002
5079	1.5099e-002
5080	2.358e-002
5081	3.2986e-002
5082	2.7853e-002
5083	2.977e-002
5084	3.9568e-002
5085	3.5399e-002
5086	3.2979e-002
5087	4.8622e-002
5088	4.3341e-002
5089	3.7678e-002
5090	5.6054e-002
5091	4.6521e-002
5092	6.4178e-002
5093	-0.97092
5094	-1.2629
5095	-1.1965
5096	-1.474
5097	-0.56226
5098	-0.80236
5099	-0.7224
5100	-0.29502
5101	-0.45903
5102	-0.38132
5103	-0.13893
5104	-0.23832
5105	-0.17842
5106	-5.2054e-002
5107	-0.10749
5108	-6.9158e-002
5109	-5.355e-003
5110	-3.3609e-002
5111	-1.1532e-002
5112	1.8192e-002
5113	4.9367e-003
5114	1.559e-002
5115	3.026e-002
5116	2.4143e-002
5117	2.7359e-002
5118	3.8947e-002
5119	3.4538e-002
5120	3.276e-002
5121	5.0555e-002
5122	4.4126e-002
5123	3.8415e-002
5124	5.9489e-002
5125	4.9862e-002
5126	6.97e-002
5127	-1.0969
5128	-1.3227
5129	-1.2629
5130	-1.5493
5131	-0.69625
5132	-0.88039
5133	-0.80236
5134	-0.39626
5135	-0.53132
5136	-0.45903
5137	-0.20302
5138	-0.29252
5139	-0.23832
5140	-8.7594e-002
5141	-0.14254
5142	-0.10749
5143	-2.3118e-002
5144	-5.4404e-002
5145	-3.3609e-002
5146	1.0814e-002
5147	-5.8046e-003
5148	4.9367e-003
5149	2.8578e-002
5150	2.0043e-002
5151	2.4143e-002
5152	4.0092e-002
5153	3.4916e-002
5154	3.4538e-002
5155	5.2692e-002
5156	4.7898e-002
5157	4.4126e-002
5158	6.6933e-002
5159	5.9489e-002
5160	7.6279e-002
5161	-1.1061
5162	-1.3271
5163	-1.2686
5164	-1.5709
5165	-0.71109
5166	-0.88328
5167	-0.80597
5168	-0.41959
5169	-0.53903
5170	-0.46984
5171	-0.22595
5172	-0.30308
5173	-0.25345
5174	-0.10613
5175	-0.15351
5176	-0.12332
5177	-3.6037e-002
5178	-6.4174e-002
5179	-4.7357e-002
5180	3.4759e-003
5181	-1.3404e-002
5182	-4.887e-003
5183	2.6469e-002
5184	1.5764e-002
5185	1.9784e-002
5186	4.3208e-002
5187	3.5364e-002
5188	3.6157e-002
5189	6.193e-002
5190	5.2295e-002
5191	5.08e-002
5192	7.4822e-002
5193	7.0933e-002
5194	9.1695e-002
5195	-1.1067
5196	-1.3271
5197	-1.2693
5198	-1.5742
5199	-0.71281
5200	-0.88328
5201	-0.80671
5202	-0.42271
5203	-0.53903
5204	-0.47189
5205	-0.22986
5206	-0.30308
5207	-0.25649
5208	-0.1103
5209	-0.15351
5210	-0.1269
5211	-4.0207e-002
5212	-6.4174e-002
5213	-5.1245e-002
5214	-7.2743e-004
5215	-1.3404e-002
5216	-9.4378e-003
5217	2.4841e-002
5218	1.5764e-002
5219	1.6472e-002
5220	4.4581e-002
5221	3.5364e-002
5222	3.6677e-002
5223	6.5192e-002
5224	5.2295e-002
5225	5.3111e-002
5226	7.4822e-002
5227	7.5056e-002
5228	9.7634e-002
5229	-1.1061
5230	-1.3227
5231	-1.2686
5232	-1.5709
5233	-0.71109
5234	-0.88039
5235	-0.80597
5236	-0.41959
5237	-0.53132
5238	-0.46984
5239	-0.22595
5240	-0.29252
5241	-0.25345
5242	-0.10613
5243	-0.14254
5244	-0.12332
5245	-3.6037e-002
5246	-5.4404e-002
5247	-4.7357e-002
5248	3.4759e-003
5249	-5.8046e-003
5250	-4.887e-003
5251	2.6469e-002
5252	2.0043e-002
5253	1.9784e-002
5254	4.3208e-002
5255	3.4916e-002
5256	3.6157e-002
5257	6.193e-002
5258	4.7898e-002
5259	5.08e-002
5260	6.6933e-002
5261	7.0932e-002
5262	9.1695e-002
5263	-1.0969
5264	-1.2629
5265	-1.2629
5266	-1.5493
5267	-0.69625
5268	-0.80236
5269	-0.80236
5270	-0.39626
5271	-0.45903
5272	-0.45903
5273	-0.20302
5274	-0.23832
5275	-0.23832
5276	-8.7594e-002
5277	-0.10749
5278	-0.10749
5279	-2.3118e-002
5280	-3.3609e-002
5281	-3.3609e-002
5282	1.0814e-002
5283	4.9367e-003
5284	4.9367e-003
5285	2.8578e-002
5286	2.4143e-002
5287	2.4143e-002
5288	4.0092e-002
5289	3.4538e-002
5290	3.4538e-002
5291	5.2692e-002
5292	4.4126e-002
5293	4.4126e-002
5294	5.9489e-002
5295	5.9489e-002
5296	7.6279e-002
5297	-0.97092
5298	-1.0946
5299	-1.1965
5300	-1.474
5301	-0.56226
5302	-0.58944
5303	-0.7224
5304	-0.29502
5305	-0.30649
5306	-0.38132
5307	-0.13893
5308	-0.14373
5309	-0.17842
5310	-5.2054e-002
5311	-5.7155e-002
5312	-6.9158e-002
5313	-5.355e-003
5314	-9.6626e-003
5315	-1.1532e-002
5316	1.8192e-002
5317	1.5099e-002
5318	1.559e-002
5319	3.026e-002
5320	2.7853e-002
5321	2.7359e-002
5322	3.8947e-002
5323	3.5399e-002
5324	3.276e-002
5325	5.0555e-002
5326	4.3341e-002
5327	3.8415e-002
5328	5.6054e-002
5329	4.9862e-002
5330	6.97e-002
5331	-0.73032
5332	-0.77839
5333	-0.97918
5334	-1.3521
5335	-0.33914
5336	-0.26807
5337	-0.4523
5338	-0.15666
5339	-0.13926
5340	-0.21319
5341	-6.2329e-002
5342	-5.3384e-002
5343	-8.4084e-002
5344	-1.5432e-002
5345	-1.5395e-002
5346	-2.2595e-002
5347	9.9141e-003
5348	7.759e-003
5349	8.8943e-003
5350	2.4426e-002
5351	2.4106e-002
5352	2.358e-002
5353	3.2986e-002
5354	3.3477e-002
5355	2.977e-002
5356	3.9568e-002
5357	3.7951e-002
5358	3.2979e-002
5359	4.8622e-002
5360	4.2798e-002
5361	3.7678e-002
5362	5.2728e-002
5363	4.6521e-002
5364	6.4178e-002
5365	-0.35514
5366	-0.57775
5367	-0.93015
5368	-2.5294e-002
5369	-7.2553e-002
5370	-8.2123e-002
5371	-6.9378e-002
5372	-3.6844e-002
5373	-5.6667e-002
5374	-5.8443e-003
5375	-7.5371e-003
5376	-1.0189e-002
5377	-9.0151e-003
5378	5.499e-003
5379	5.7672e-003
5380	2.9133e-003
5381	2.1158e-002
5382	2.0386e-002
5383	2.5571e-002
5384	3.3774e-002
5385	3.0861e-002
5386	4.1389e-002
5387	3.86e-002
5388	3.4657e-002
5389	4.4044e-002
5390	4.107e-002
5391	3.5169e-002
5392	4.1882e-002
5393	4.6784e-002
5394	3.703e-002
5395	4.1356e-002
5396	4.357e-002
5397	6.013e-002
5398	4.7953e-002
5399	-0.35814
5400	-0.77947
5401	-0.57923
5402	-0.92791
5403	-2.518e-002
5404	-7.146e-002
5405	-0.26797
5406	-7.444e-002
5407	-7.0376e-002
5408	-3.0001e-002
5409	-0.13042
5410	-4.6816e-002
5411	-4.3971e-003
5412	3.2182e-003
5413	-3.8593e-002
5414	5.2951e-003
5415	-3.9487e-003
